,Group,Data,Rand_Var,Group_Coded
490,Apical,0.03720755461298747,9.0,0
491,Apical,0.13664387125191696,9.0,0
492,Apical,0.04375640087535003,9.0,0
493,Apical,0.04748367373418568,9.0,0
494,Apical,0.07198926982577919,9.0,0
495,Apical,0.04133670727368885,9.0,0
496,Apical,0.033858557343040184,9.0,0
498,Apical,0.11231080287594085,9.0,0
499,Apical,0.034608160374364115,9.0,0
500,Apical,0.07178700937627527,9.0,0
501,Apical,0.06748774476465474,9.0,0
502,Apical,0.06455291696511306,9.0,0
503,Apical,0.055585708840507196,9.0,0
504,Apical,0.0834706897920877,9.0,0
505,Apical,0.07415525820134593,9.0,0
506,Apical,0.06230205212783564,9.0,0
507,Apical,0.03979943834060657,9.0,0
508,Apical,0.036717832586427294,9.0,0
510,Basal,0.6524219414427244,7.0,1
511,Basal,0.14143289557316352,7.0,1
512,Basal,0.1657357634574494,7.0,1
513,Basal,0.41816621024258044,7.0,1
514,Basal,0.07419695292178186,7.0,1
515,Basal,0.0927383909773361,7.0,1
516,Basal,0.17096381630541685,7.0,1
517,Basal,0.13390262070566336,7.0,1
518,Basal,0.18017845170196567,7.0,1
519,Basal,0.12434572048425573,7.0,1
520,Basal,0.1677320046790777,7.0,1
521,Basal,0.1983274104523898,7.0,1
522,Basal,0.27457127739444537,7.0,1
523,Basal,0.15424426403555513,7.0,1
524,Basal,0.08892692187413875,7.0,1
525,Basal,0.4773338764864421,7.0,1
526,Basal,0.17716348754947406,7.0,1
527,Basal,0.234766216734789,7.0,1
528,Basal,0.13645248893163764,7.0,1
529,Basal,0.22426852151501092,7.0,1
530,Basal,0.07066488001614518,7.0,1
531,Basal,0.39808131059648644,7.0,1
532,Basal,0.055557296691900265,7.0,1
533,Basal,0.07952805584572209,7.0,1
534,Basal,0.13970386924547984,7.0,1
535,Basal,0.06286115868155635,7.0,1
536,Basal,0.2557399969613091,7.0,1
537,Basal,0.12304050601979336,7.0,1
538,Basal,0.33275697952912203,7.0,1
539,Basal,0.12961457447804584,7.0,1
540,Basal,0.1059851339411289,7.0,1
541,Basal,0.12426177152007097,7.0,1
542,Basal,0.11955098457883609,7.0,1
543,Basal,0.25749822661489,7.0,1
544,Basal,0.21988444993487413,7.0,1
545,Basal,0.22211345838244684,7.0,1
546,Basal,0.06826562511569836,7.0,1
547,Basal,0.17737037606450953,7.0,1
548,Basal,0.07904923978911048,7.0,1
549,Basal,0.10566889635808635,7.0,1
550,Basal,0.18168602737056114,7.0,1
551,Basal,0.08348782038448166,7.0,1
552,Basal,0.13022968346812025,7.0,1
553,Basal,0.17286810782406598,7.0,1
554,Basal,0.07016093117750907,7.0,1
555,Basal,0.11025728823856396,7.0,1
556,Basal,0.5253682555186848,7.0,1
557,Basal,0.11470279101142034,7.0,1
558,Basal,0.1895688077976264,7.0,1
559,Basal,0.02950616855894654,10.0,1
560,Basal,0.07827115382697412,10.0,1
561,Basal,0.03817881904822905,10.0,1
562,Basal,0.04964527731414092,10.0,1
563,Basal,0.021569336173931506,10.0,1
564,Basal,0.025381261117312995,10.0,1
565,Basal,0.04727510204801048,10.0,1
566,Basal,0.08648848166786544,10.0,1
567,Basal,0.061548517414618774,10.0,1
568,Basal,0.04223816959203977,10.0,1
569,Basal,0.026578447961552128,10.0,1
570,Basal,0.06106246979171759,10.0,1
571,Basal,0.03580675700742671,10.0,1
572,Basal,0.0313386942340685,10.0,1
573,Basal,0.03979312208597451,10.0,1
574,Basal,0.03981164239401311,10.0,1
575,Basal,0.04628821496940709,10.0,1
576,Basal,0.1011006759279773,10.0,1
577,Basal,0.04017241846653546,10.0,1
578,Basal,0.0335936442014883,10.0,1
579,Basal,0.04073281706483558,10.0,1
580,Basal,0.025703899272905267,10.0,1
581,Basal,0.06659827474880164,10.0,1
582,Basal,0.04871938050851806,10.0,1
583,Basal,0.05473211011875186,10.0,1
584,Basal,0.06386402346317396,10.0,1
585,Basal,0.0430031733186222,10.0,1
586,Basal,0.053889931992783476,10.0,1
587,Basal,0.0686802289057522,10.0,1
588,Basal,0.02357445327572538,10.0,1
589,Basal,0.029076961430164326,10.0,1
590,Basal,0.03590957414151213,10.0,1
591,Basal,0.04359766082444213,10.0,1
592,Basal,0.02744667784627179,10.0,1
593,Basal,0.03624283074276916,10.0,1
594,Basal,0.04503869380674895,10.0,1
595,Basal,0.13817329140697002,10.0,1
596,Basal,0.060014115363763,10.0,1
597,Basal,0.03896650016182565,10.0,1
598,Basal,0.053558534027536055,10.0,1
599,Basal,0.06958059066243114,10.0,1
601,Basal,0.4069945766779624,10.0,1
602,Basal,0.04697202871030577,10.0,1
603,Basal,0.04085787208424141,10.0,1
604,Basal,0.08649065842285124,10.0,1
605,Basal,0.12256020311617398,10.0,1
606,Basal,0.06494533356449078,10.0,1
607,Basal,0.03871921181735499,10.0,1
608,Basal,0.0630542788816746,10.0,1
609,Basal,0.056615968056333885,10.0,1
611,Basal,0.053029945433545514,10.0,1
612,Basal,0.06760912850542554,10.0,1
613,Basal,0.1387257066122921,10.0,1
614,Basal,0.12847917844080037,10.0,1
615,Basal,0.03904624362334543,10.0,1
616,Basal,0.08431014258723589,10.0,1
617,Basal,0.06938955286713916,10.0,1
618,Basal,0.045591013271966185,10.0,1
620,Basal,0.04280097347848731,10.0,1
621,Basal,0.11758128751569437,10.0,1
622,Basal,0.06966950448477038,10.0,1
623,Basal,0.12002472543900639,10.0,1
624,Basal,0.04009219079998856,10.0,1
625,Basal,0.10814750455657132,11.0,1
626,Basal,0.14816612080415123,11.0,1
627,Basal,0.02795583760872137,11.0,1
628,Basal,0.02497340230454389,11.0,1
629,Basal,0.025424440158164995,11.0,1
631,Basal,0.09417258972093309,11.0,1
632,Basal,0.06070699858482535,11.0,1
633,Basal,0.02168667292802346,11.0,1
634,Basal,0.06916594274390785,11.0,1
635,Basal,0.06556475588224556,11.0,1
636,Basal,0.059783036438934185,11.0,1
637,Basal,0.04722398326941123,11.0,1
638,Basal,0.04830294584534858,11.0,1
639,Basal,0.045889972018187584,11.0,1
640,Basal,0.03449130602363619,11.0,1
641,Basal,0.042064827705743206,11.0,1
642,Basal,0.04554395583132335,11.0,1
643,Basal,0.10425813278719093,11.0,1
644,Basal,0.04477448451088323,11.0,1
645,Basal,0.06041770421623224,11.0,1
646,Basal,0.040151036220624395,11.0,1
647,Basal,0.09562632451453436,11.0,1
648,Basal,0.0312516743832008,11.0,1
649,Basal,0.04074919017248123,11.0,1
650,Basal,0.04314931757891019,11.0,1
652,Basal,0.1820632357354629,8.0,1
653,Basal,0.11718620394409367,8.0,1
654,Basal,0.10372133084527377,8.0,1
655,Basal,0.08047719009437813,8.0,1
657,Basal,0.037687893037497984,8.0,1
658,Basal,0.06561361444537633,8.0,1
659,Basal,0.08747964935735511,8.0,1
660,Basal,0.07111667097128693,8.0,1
661,Basal,0.13444925139211697,8.0,1
662,Basal,0.19369149762573504,8.0,1
663,Basal,0.09314728792321023,8.0,1
664,Basal,0.07185210962144523,8.0,1
665,Basal,0.16045163877331217,8.0,1
666,Basal,0.07797524244804013,8.0,1
667,Basal,0.06937670668316463,8.0,1
668,Basal,0.03529604926643019,8.0,1
669,Basal,0.0790614220660248,8.0,1
670,Basal,0.060422429722685744,8.0,1
671,Basal,0.18659420520054454,8.0,1
672,Basal,0.08979323787336659,8.0,1
673,Basal,0.07624162452568577,8.0,1
675,Basal,0.0779090906650397,8.0,1
676,Basal,0.0979234763426893,8.0,1
677,Basal,0.054936205685171026,8.0,1
678,Basal,0.1727725768037634,8.0,1
679,Basal,0.10460342930631969,8.0,1
680,Basal,0.0439701844563463,8.0,1
681,Basal,0.04800774634915364,8.0,1
682,Basal,0.04460678283058349,8.0,1
683,Basal,0.03031630458765512,8.0,1
684,Basal,0.04541463120523348,8.0,1
685,Basal,0.0363138833340042,8.0,1
686,Basal,0.027795541327367966,8.0,1
687,Basal,0.043547275228283305,8.0,1
688,Basal,0.05589818111757773,8.0,1
689,Basal,0.03709552916338563,8.0,1
690,Basal,0.040810574037786276,8.0,1
691,Basal,0.13083482288873166,8.0,1
692,Basal,0.26106045983175713,8.0,1
694,Basal,0.09289350973637601,8.0,1
695,Basal,0.04038032023780648,8.0,1
696,Basal,0.07605089813864929,12.0,1
697,Basal,0.06286702701928781,12.0,1
698,Basal,0.10199310909248932,12.0,1
699,Basal,0.03603981639364358,12.0,1
700,Basal,0.031566063683513376,12.0,1
701,Basal,0.0318883794927352,12.0,1
702,Basal,0.051992526108930626,12.0,1
703,Basal,0.05903475931930788,12.0,1
704,Basal,0.0815214366943096,12.0,1
705,Basal,0.047476728090724514,12.0,1
706,Basal,0.08094934762157824,12.0,1
707,Basal,0.0580889545322616,12.0,1
708,Basal,0.16769632929283335,12.0,1
709,Basal,0.027033331128515206,12.0,1
710,Basal,0.07437242237854218,12.0,1
711,Basal,0.04959700438682691,12.0,1
713,Basal,0.10496752331553522,12.0,1
714,Basal,0.13975470681288255,12.0,1
716,Basal,0.06220151314511942,12.0,1
717,Basal,0.09150863866194114,12.0,1
718,Basal,0.091180411640599,12.0,1
719,Basal,0.03800505743250177,12.0,1
720,Basal,0.043153739224611534,13.0,1
721,Basal,0.045945185371989626,13.0,1
722,Basal,0.022261673659806584,13.0,1
723,Basal,0.042876722688579914,13.0,1
724,Basal,0.0289257961229943,13.0,1
725,Basal,0.04726421597399796,13.0,1
726,Basal,0.02632134406679778,13.0,1
727,Basal,0.055329312111663156,13.0,1
728,Basal,0.09251837464167552,13.0,1
729,Basal,0.07829767504446619,13.0,1
730,Basal,0.0374997824223606,13.0,1
731,Basal,0.02884635209939189,13.0,1
732,Basal,0.01756718209248925,13.0,1
733,Basal,0.06154045237575638,13.0,1
734,Basal,0.02880114906406532,13.0,1
736,Basal,0.03460430863737048,13.0,1
737,Basal,0.09923385625029113,13.0,1
738,Basal,0.02818157351875535,13.0,1
739,Basal,0.12806495352520797,13.0,1
740,Basal,0.12028053786882555,13.0,1
741,Basal,0.05723743956826846,13.0,1
742,Basal,0.045372643700700904,13.0,1
743,Basal,0.07002020344854892,13.0,1
744,Basal,0.031344253236740394,13.0,1
745,Basal,0.07087538231503665,13.0,1
746,Basal,0.04583236566881788,13.0,1
747,Basal,0.03139643876702535,13.0,1
748,Basal,0.024645612349402317,13.0,1
749,Basal,0.061899070609513655,13.0,1
750,Basal,0.03876883945156791,13.0,1
751,Basal,0.12374883215678675,13.0,1
752,Basal,0.1453245305825735,13.0,1
753,Basal,0.046814655734051525,13.0,1
754,Basal,0.05124752312122426,13.0,1
755,Basal,0.09057068025658849,13.0,1
756,Basal,0.051611928398013984,14.0,1
757,Basal,0.10578143901369036,14.0,1
758,Basal,0.04363924285249722,14.0,1
759,Basal,0.04965790995754535,14.0,1
760,Basal,0.07636137161380925,14.0,1
761,Basal,0.05819684237531284,14.0,1
762,Basal,0.07023803896866213,14.0,1
763,Basal,0.06327720017450389,14.0,1
764,Basal,0.08076955736769174,14.0,1
765,Basal,0.07088163458558562,14.0,1
766,Basal,0.1145060988754517,14.0,1
767,Basal,0.024539291762180733,14.0,1
768,Basal,0.15128903089918067,14.0,1
769,Basal,0.06343250249953464,14.0,1
770,Basal,0.15793007204200038,14.0,1
771,Basal,0.0851838903956175,14.0,1
772,Basal,0.08436379802501336,14.0,1
773,Basal,0.050100593087794666,14.0,1
774,Basal,0.06059947015063492,14.0,1
775,Basal,0.0909739742969988,14.0,1
776,Basal,0.06860311111577971,14.0,1
777,Basal,0.05187905154151298,14.0,1
778,Basal,0.10396100203548037,14.0,1
779,Basal,0.06842118983983335,14.0,1
780,Basal,0.10268517991274767,14.0,1
781,Basal,0.04380403563566611,14.0,1
782,Basal,0.09060983633080634,14.0,1
783,Basal,0.0580053631906383,14.0,1
784,Basal,0.04950565426367053,14.0,1
785,Basal,0.06609657460481778,14.0,1
786,Basal,0.04459693155058407,14.0,1
787,Basal,0.03837946575919484,14.0,1
788,Basal,0.10412270092391052,14.0,1
789,Basal,0.06537676793711096,14.0,1
790,Basal,0.0818732407952643,14.0,1
791,Basal,0.09692379858814723,14.0,1
792,Basal,0.048939474315933706,14.0,1
793,Basal,0.0652670674296349,14.0,1
794,Basal,0.055093266346996336,14.0,1
795,Basal,0.05240769443973752,14.0,1
796,Basal,0.03580013019225367,14.0,1
797,Basal,0.14302361592423105,14.0,1
798,Basal,0.043857936634709764,14.0,1
799,Basal,0.02339865907847403,14.0,1
800,Basal,0.026558763004753204,14.0,1
801,Basal,0.07908910887975118,14.0,1
802,Basal,0.0416604886017223,14.0,1
804,Basal,0.04323740101578703,14.0,1
805,Basal,0.09902541687094148,14.0,1
806,Basal,0.08418715367598864,14.0,1
807,Basal,0.038407655737651585,14.0,1
808,Basal,0.047356150260474864,14.0,1
809,Basal,0.068585973507962,14.0,1
810,Basal,0.11619866115117772,14.0,1
811,Basal,0.18054637518028896,14.0,1
812,Basal,0.08356558604767526,14.0,1
814,Basal,0.06395968912731485,14.0,1
815,Basal,0.07462814287295752,14.0,1
816,Basal,0.059441120390782004,14.0,1
817,Basal,0.030968595150959836,14.0,1
818,Basal,0.0664181782669411,14.0,1
819,Basal,0.0677529340028866,14.0,1
820,Basal,0.05129139649714139,14.0,1
821,Basal,0.046720326010972354,14.0,1
822,Basal,0.05517196039608825,14.0,1
823,Basal,0.1257545300055603,14.0,1
824,Basal,0.1517436828967896,14.0,1
826,Basal,0.03470613340523837,15.0,1
827,Basal,0.04132292514119859,15.0,1
828,Basal,0.09734349796465414,15.0,1
829,Basal,0.04500028887347694,15.0,1
830,Basal,0.06431041419881907,15.0,1
831,Basal,0.043793179458442036,15.0,1
832,Basal,0.04058889218996385,15.0,1
833,Basal,0.03806089978976511,15.0,1
834,Basal,0.08510227567288858,15.0,1
835,Basal,0.061424767567457725,15.0,1
836,Basal,0.2083848380300004,15.0,1
837,Basal,0.0652960438365899,15.0,1
838,Basal,0.04387633393620815,15.0,1
839,Basal,0.07692672270383753,15.0,1
840,Basal,0.10974404341196711,15.0,1
841,Basal,0.041783040596225236,15.0,1
842,Basal,0.02937152068764714,15.0,1
843,Basal,0.05785477425359585,15.0,1
844,Basal,0.035411349111933915,15.0,1
845,Basal,0.07247790250385618,15.0,1
846,Basal,0.030440584439100936,15.0,1
847,Basal,0.05249142560024306,15.0,1
848,Basal,0.021152645436062822,15.0,1
849,Basal,0.023105649520123103,15.0,1
850,Basal,0.04658337200724831,15.0,1
851,Basal,0.07708638514130825,16.0,1
852,Basal,0.08894176678782231,16.0,1
853,Basal,0.05119539834482527,16.0,1
854,Basal,0.05205975922021162,16.0,1
855,Basal,0.10362530974738485,16.0,1
856,Basal,0.0631955912127688,16.0,1
857,Basal,0.03695754865118933,16.0,1
858,Basal,0.0541576453244961,16.0,1
859,Basal,0.046937042600739956,16.0,1
860,Basal,0.05287958642795022,16.0,1
862,Basal,0.07325613474651708,16.0,1
863,Basal,0.0774271214585728,16.0,1
864,Basal,0.03971774437768476,16.0,1
865,Basal,0.05888074912945293,16.0,1
866,Basal,0.03954445643905917,16.0,1
867,Basal,0.040987295776990805,16.0,1
868,Basal,0.07266785516326033,16.0,1
869,Basal,0.06493256185130437,16.0,1
870,Basal,0.051378770549586825,16.0,1
871,Basal,0.04633947467750294,16.0,1
872,Basal,0.047732801527910276,16.0,1
873,Basal,0.09545775223678482,16.0,1
874,Basal,0.05013448018269922,16.0,1
875,Basal,0.05085615191004533,16.0,1
876,Basal,0.06048612827317713,16.0,1
877,Basal,0.055452932442362504,16.0,1
878,Basal,0.02638354927077784,16.0,1
879,Basal,0.05596101234226995,16.0,1
880,Basal,0.11658638963423879,16.0,1
883,Basal,0.06632470317673064,17.0,1
884,Basal,0.07476276852849822,17.0,1
885,Basal,0.06272535809157291,17.0,1
887,Basal,0.1887000818471712,17.0,1
888,Basal,0.03537787927678783,17.0,1
889,Basal,0.040530488751682615,17.0,1
890,Basal,0.1187385308647835,17.0,1
891,Basal,0.11015784569951984,17.0,1
892,Basal,0.13154794505068562,17.0,1
893,Basal,0.06694165759461385,17.0,1
894,Basal,0.05999280622668215,17.0,1
895,Basal,0.0488902383374236,17.0,1
896,Basal,0.06356333859632635,17.0,1
897,Basal,0.10218327375741505,17.0,1
898,Basal,0.07109417119287467,17.0,1
899,Basal,0.10898159900537445,17.0,1
900,Basal,0.042442781427964864,17.0,1
901,Basal,0.06409266487546258,17.0,1
902,Basal,0.05981292937588875,17.0,1
903,Basal,0.0437633899133659,17.0,1
904,Basal,0.04276616343814797,17.0,1
905,Basal,0.06870009214579713,17.0,1
906,Basal,0.03952048593592749,17.0,1
907,Basal,0.13662601242029132,17.0,1
908,Basal,0.05608494696271593,17.0,1
909,Basal,0.24601022477382034,17.0,1
910,Basal,0.04899286908833792,17.0,1
911,Basal,0.049049286552300814,17.0,1
912,Basal,0.07834607080648663,17.0,1
913,Basal,0.05223774747261237,17.0,1
914,Basal,0.01734036267740492,18.0,1
915,Basal,0.024598745718321668,18.0,1
916,Basal,0.02985746122843518,18.0,1
917,Basal,0.02001507552482991,18.0,1
918,Basal,0.03707931156612048,18.0,1
919,Basal,0.02964369369938758,18.0,1
920,Basal,0.01860414598681124,18.0,1
921,Basal,0.028973451016797706,18.0,1
922,Basal,0.014317723291399204,18.0,1
923,Basal,0.0372682611769469,18.0,1
924,Basal,0.034417807521183764,18.0,1
925,Basal,0.061502356398024385,18.0,1
926,Basal,0.019939729333810823,18.0,1
927,Basal,0.026603981615475465,18.0,1
928,Basal,0.024847130278333754,18.0,1
929,Basal,0.030249300893161794,18.0,1
930,Basal,0.021638096853223737,18.0,1
931,Basal,0.013881317561152457,18.0,1
932,Basal,0.014162189200110307,18.0,1
933,Basal,0.021530129959003837,18.0,1
934,Basal,0.053876055852233665,18.0,1
935,Basal,0.01811128260221596,18.0,1
936,Basal,0.05769547141519832,18.0,1
937,Basal,0.02192721320954969,18.0,1
938,Basal,0.014704268900921086,18.0,1
939,Basal,0.03364210613922178,18.0,1
940,Basal,0.03187686101797772,18.0,1
941,Basal,0.01698993075490728,18.0,1
942,Basal,0.005620371047841485,18.0,1
943,Basal,0.028947838100886154,18.0,1
944,Basal,0.013182919627585318,18.0,1
945,Basal,0.013007597245806655,18.0,1
946,Basal,0.01893725535163831,18.0,1
947,Basal,0.020728856067746534,18.0,1
948,Basal,0.009700800853551914,18.0,1
949,Basal,0.030245759605410805,18.0,1
950,Basal,0.023968839205034703,18.0,1
951,Basal,0.030113956738511805,18.0,1
953,Basal,0.04643584448448727,19.0,1
954,Basal,0.06039144602602767,19.0,1
955,Basal,0.10065545763475295,19.0,1
956,Basal,0.05742779303992168,19.0,1
957,Basal,0.05159573220936814,19.0,1
958,Basal,0.07999352220096839,19.0,1
959,Basal,0.04843825143357568,19.0,1
960,Basal,0.05829996843751512,19.0,1
961,Basal,0.07368960657923938,19.0,1
962,Basal,0.08614116590736963,19.0,1
963,Basal,0.027557492992544966,19.0,1
964,Basal,0.10581243178242011,19.0,1
965,Basal,0.04465332949307675,19.0,1
966,Basal,0.06712307554315713,19.0,1
967,Basal,0.08932796135305515,19.0,1
968,Basal,0.19573190133595753,19.0,1
969,Basal,0.09197327978889736,19.0,1
970,Basal,0.07416487224872964,19.0,1
971,Basal,0.0806476264097845,19.0,1
972,Basal,0.10631647677585082,19.0,1
973,Basal,0.06696548578508019,19.0,1
975,Basal,0.06086776460811906,19.0,1
976,Basal,0.06547326366203911,19.0,1
977,Basal,0.1675550271162778,19.0,1
